runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0517T031742Z_d71AeQ,epsilon,0,0.0001,1,4,8,4096,1,1,16,0.5416008287487707,0.5416008287487707
0517T174239Z_oIazHX,epsilon,1,0.0001,2,2048,8,4096,1,1,16,0.4716031463845529,0.4715830763128447
0517T104506Z_E6iUg4,epsilon,1,0.0001,2,4,1,4096,1,1,16,1.2527692522599252,0.8911376688840524
0610T001615Z_aG166W,epsilon,3,0.0001,0.1,4,8,4096,1,1,512,0.8680821806203103,0.8680821806203103
0610T111851Z_FRnHQq,epsilon,1,0.0001,50,8192,16,4096,1,1,512,0.6107140563044439,0.6066661751409388
0610T000602Z_VuwgNC,epsilon,3,0.0001,0.1,1024,4,4096,1,1,512,0.8520393362655604,0.8520393362655604
0516T235627Z_YO9sCR,epsilon,0,0.0001,5,256,128,4096,1,1,16,0.4742625136679927,0.4737738572291791
0517T024635Z_lpH8Qf,epsilon,0,0.0001,2,64,16,4096,1,1,16,0.48702918667828,0.48702918667828
0610T013743Z_mAq1n0,epsilon,4,0.0001,10,1,16,4096,1,1,512,0.7923405843642058,0.7444004062411269
0517T010114Z_XCHOTN,epsilon,1,0.0001,0.05,512,16,4096,1,1,16,0.4763589758482057,0.4763589758482057
0610T014026Z_QfSECp,epsilon,4,0.0001,0.01,8,8,4096,1,1,512,0.6979417122625851,0.6979417122625851
0610T012054Z_f0RS4o,epsilon,4,0.0001,0.005,1024,64,4096,1,1,512,0.8827335573095342,0.8827335573095342
0610T000030Z_3NH3nw,epsilon,3,0.0001,50,16,2,4096,1,1,512,0.6295381372709807,0.6219929209489093
0610T000542Z_D8OG9e,epsilon,3,0.0001,0.1,16,8,4096,1,1,512,0.8680513763619722,0.8680513763619722
0609T235633Z_7SkvvH,epsilon,3,0.0001,0.02,8,1,4096,1,1,512,0.8582917378243041,0.8582917378243041
0517T170623Z_H0MWfz,epsilon,0,0.0001,10,4096,64,4096,1,1,16,0.4803868904551542,0.4802591984077976
0610T011442Z_dTu9jw,epsilon,4,0.0001,1,4096,8,4096,1,1,512,0.4713563190900372,0.4713563190900372
0610T013418Z_vswD9N,epsilon,4,0.0001,0.5,512,128,4096,1,1,512,0.8161195030819955,0.8161195030819955
0517T204911Z_CBK6ot,epsilon,1,0.0001,0.2,4096,64,4096,1,1,16,0.4756447260644212,0.4756447260644212
0610T014405Z_0zwjsv,epsilon,4,0.0001,20,512,64,4096,1,1,512,0.4790555334862852,0.4790555334862852
0517T103532Z_GltlOo,epsilon,1,0.0001,5,64,32,4096,1,1,16,0.4842251949241245,0.4800875935960647
0517T025534Z_Ym9ZbN,epsilon,0,0.0001,0.5,512,4,4096,1,1,16,0.6115522507293076,0.6115522507293076
0610T013648Z_gBz3Dp,epsilon,4,0.0001,2,32,8,4096,1,1,512,0.4776240004353318,0.4761588050203439
0609T235645Z_cBEGhy,epsilon,3,0.0001,0.02,32,1,4096,1,1,512,0.8582952987268997,0.8582952987268997
0610T012616Z_oNpV59,epsilon,4,0.0001,2,512,8,4096,1,1,512,0.471620984538518,0.4716200961607668
0517T010132Z_IPkGLC,epsilon,1,0.0001,0.02,512,32,4096,1,1,16,0.5417713121522718,0.5417713121522718
0610T012621Z_jYs4wj,epsilon,4,0.0001,0.005,128,8,4096,1,1,512,0.7561687336142691,0.7561687336142691
0517T103636Z_u51Wae,epsilon,1,0.0001,10,128,32,4096,1,1,16,0.4890635439572753,0.487164807643032
0610T004830Z_RLCUCf,epsilon,3,0.0001,50,8,128,4096,1,1,512,1.6378480699422493,0.8911376688840524
0610T001549Z_bxOAeJ,epsilon,3,0.0001,10,2048,8,4096,1,1,512,0.513412693910883,0.513412693910883
0516T234820Z_sTwOLW,epsilon,1,0.0001,0.1,4,256,4096,1,1,16,0.5828329609274189,0.5828329609274189
0610T001402Z_iGIRhV,epsilon,3,0.0001,1,1,32,4096,1,1,512,0.8453667955436697,0.8453667955436697
0610T011810Z_FsT25Q,epsilon,4,0.0001,0.05,32,4,4096,1,1,512,0.4783318771387514,0.4783318771387514
0609T232727Z_MNU5JO,epsilon,3,0.0001,50,64,256,4096,1,1,512,1.6038957261052076,0.8911376688840524
0610T111736Z_YvI6Vy,epsilon,0,0.0001,50,1024,16,4096,1,1,512,0.634209409489068,0.5956549457972959
0610T120953Z_91EeiC,epsilon,1,0.0001,50,1024,4,4096,1,1,512,1.458003186330559,0.8911376688840524
0610T011151Z_9by4TQ,epsilon,3,0.0001,0.002,256,64,4096,1,1,512,0.8909865048126276,0.8909865048126276
0609T225652Z_M1VrSN,epsilon,3,0.0001,5,4096,256,4096,1,1,512,0.8587907048672191,0.8587907048672191
0516T234839Z_R7K7ar,epsilon,1,0.0001,0.001,16,256,4096,1,1,16,0.8744890272998402,0.8744890272998402
0517T002857Z_5mJ7ns,epsilon,0,0.0001,10,1024,512,4096,1,1,16,0.4883563113931961,0.4870038373164281
0517T012913Z_RVy7j0,epsilon,1,0.0001,1,256,64,4096,1,1,16,0.4717991438690097,0.4717991438690097
0610T010209Z_1nWjgG,epsilon,4,0.0001,1,128,1,4096,1,1,512,0.4831749843037922,0.4777592424948541
0609T235546Z_30mz8W,epsilon,3,0.0001,0.002,128,1,4096,1,1,512,0.8844070866062029,0.8844070866062029
0517T222331Z_V2Fiyp,epsilon,1,0.0001,0.2,8192,16,4096,1,1,16,0.4713717969933446,0.4713717969933446
0610T015640Z_BUeiDL,epsilon,4,0.0001,5,1024,128,4096,1,1,512,0.6184343553934576,0.6184343553934576
0610T003843Z_jsanr3,epsilon,3,0.0001,0.05,8,32,4096,1,1,512,0.8855066655797643,0.8855066655797643
0610T004926Z_oYL3Oa,epsilon,3,0.0001,20,2048,16,4096,1,1,512,0.5133310129741838,0.5133310129741838
0517T004618Z_hzaqGG,epsilon,0,0.0001,5,64,256,4096,1,1,16,0.4785673209924346,0.4775480206575433
0610T010933Z_pvENcI,epsilon,4,0.0001,0.05,1024,1,4096,1,1,512,0.4714891627212761,0.4714870811653306
0609T225749Z_mcslqF,epsilon,3,0.0001,2,4096,256,4096,1,1,512,0.8745488343657369,0.8745488343657369
0517T020847Z_yIYecg,epsilon,1,0.0001,0.001,512,32,4096,1,1,16,0.8172104223519159,0.8172104223519159
0610T002945Z_uSbUOl,epsilon,3,0.0001,0.1,256,2,4096,1,1,512,0.8245013535690722,0.8245013535690722
0517T023559Z_2AZQre,epsilon,1,0.0001,0.1,1,8,4096,1,1,16,0.6108688090533471,0.6108688090533471
0517T122852Z_3X5u8A,epsilon,1,0.0001,1,8192,8,4096,1,1,16,0.4713527499066204,0.4713442085162834
0517T001653Z_qborzQ,epsilon,0,0.0001,0.02,128,64,4096,1,1,16,0.8582457975749052,0.8582457975749052
0517T002503Z_nG3EBE,epsilon,0,0.0001,1,8,256,4096,1,1,16,0.5402299009352349,0.5402299009352349
0517T005702Z_iuvE7R,epsilon,0,0.0001,0.5,32,128,4096,1,1,16,0.6116291375791454,0.6116291375791454
0517T030225Z_t6ADBx,epsilon,1,0.0001,0.001,4,2,4096,1,1,16,0.5826540242726574,0.5826540242726574
0610T013639Z_lTMuTC,epsilon,4,0.0001,50,512,4,4096,1,1,512,0.5973865063863599,0.5973865063863599
0610T111846Z_qPkMQg,epsilon,0,0.0001,50,4,64,4096,1,1,512,1.7319239336544423,0.8911376688840524
0517T032828Z_SxfHCc,epsilon,1,0.0001,0.5,2,16,4096,1,1,16,0.5915474179839317,0.5679615371838019
0517T013750Z_XgfeMj,epsilon,1,0.0001,0.05,16,2,4096,1,1,16,0.4798625748292649,0.4798625748292649
0610T004014Z_0ZhOai,epsilon,3,0.0001,0.1,32,128,4096,1,1,512,0.8878787822268982,0.8878787822268982
0610T114721Z_GOsA5K,epsilon,0,0.0001,20,512,64,4096,1,1,512,0.5265554291126184,0.5078500188762209
0609T235706Z_tqrURa,epsilon,3,0.0001,0.1,1024,1,4096,1,1,512,0.7813838632592464,0.7813838632592464
0517T024037Z_tBHGvD,epsilon,1,0.0001,0.2,512,16,4096,1,1,16,0.4715361071594352,0.4715361071594352
0610T012541Z_JQVQA4,epsilon,4,0.0001,1,1,8,4096,1,1,512,0.6373119411951365,0.6266846613338168
0610T054328Z_s8xDzB,epsilon,4,0.0001,0.002,512,256,4096,1,1,512,0.8908180888268749,0.8908180888268749
0517T002615Z_olSEP7,epsilon,0,0.0001,1,16,256,4096,1,1,16,0.5339313358163342,0.5339313358163342
0517T025710Z_AWi4Xd,epsilon,0,0.0001,0.2,32,4,4096,1,1,16,0.7196833111834544,0.7196833111834544
0610T010829Z_nDlgtz,epsilon,4,0.0001,0.001,16,4,4096,1,1,512,0.7731503033027666,0.7731503033027666
0610T054305Z_KV1ffO,epsilon,3,0.0001,0.005,64,256,4096,1,1,512,0.8910432948020709,0.8910432948020709
0517T104137Z_Ig6TTZ,epsilon,1,0.0001,10,512,4,4096,1,1,16,0.4794487139776997,0.4794487139776997
0610T014701Z_2PSw3p,epsilon,4,0.0001,2,1024,32,4096,1,1,512,0.483037539582717,0.483037539582717
0609T235602Z_D0vOPN,epsilon,3,0.0001,0.002,8,1,4096,1,1,512,0.8844037581441414,0.8844037581441414
0517T122735Z_ijC1eO,epsilon,1,0.0001,0.02,8192,64,4096,1,1,16,0.6172541842760376,0.6172541842760376
0610T002543Z_jXgbxO,epsilon,3,0.0001,0.002,2048,32,4096,1,1,512,0.8908350853744441,0.8908350853744441
0517T000527Z_gzTdE8,epsilon,1,0.0001,0.2,1024,512,4096,1,1,16,0.562874410469995,0.562874410469995
0610T130549Z_eT0ebo,epsilon,1,0.0001,50,512,64,4096,1,1,512,0.7681626945224943,0.6786543431712
0610T003207Z_mZXpp5,epsilon,3,0.0001,1,256,4,4096,1,1,512,0.695630376112318,0.695630376112318
0517T031455Z_5ZmAlP,epsilon,1,0.0001,1,128,16,4096,1,1,16,0.47314800678900704,0.4731149231577817
0516T235931Z_exPqQZ,epsilon,1,0.0001,0.001,64,128,4096,1,1,16,0.8660812901233544,0.8660812901233544
0610T111833Z_3ElRDw,epsilon,0,0.0001,50,8192,32,4096,1,1,512,0.6286705930561586,0.6261334324370971
0517T004429Z_9gjYTF,epsilon,1,0.0001,0.1,128,2,4096,1,1,16,0.4733342564761736,0.4728063350769824
0610T013752Z_NeYSDK,epsilon,4,0.0001,10,512,16,4096,1,1,512,0.47164906711966,0.4716386850780039
0610T011631Z_LDWHOd,epsilon,4,0.0001,0.001,2,32,4096,1,1,512,0.883947192283234,0.883947192283234
0517T102439Z_aw5rNZ,epsilon,1,0.0001,10,32,1,4096,1,1,16,0.6017025123293,0.5796471522920235
0517T000407Z_sKI7tC,epsilon,0,0.0001,2,128,128,4096,1,1,16,0.4865212555262979,0.4865212555262979
0610T131009Z_nTBWdu,epsilon,1,0.0001,20,128,64,4096,1,1,512,0.5383790079175318,0.532048296178938
0517T102408Z_8hSfxq,epsilon,1,0.0001,2,1,256,4096,1,1,16,0.6261631203569604,0.5847365319802386
0610T001420Z_IzuukD,epsilon,3,0.0001,0.02,4,4,4096,1,1,512,0.8786857986761841,0.8786857986761841
0610T054405Z_ieDPuK,epsilon,3,0.0001,0.5,2,256,4096,1,1,512,0.884315141240293,0.884315141240293
0517T102444Z_fCSctS,epsilon,1,0.0001,10,256,1,4096,1,1,16,0.4863389351723327,0.4822739684097884
0517T032537Z_yb1PN3,epsilon,1,0.0001,0.01,32,4,4096,1,1,16,0.4812013567279777,0.4812013567279777
0610T125732Z_cMeTyX,epsilon,1,0.0001,20,512,16,4096,1,1,512,0.5241024663333327,0.5123533092396684
0517T185325Z_pBH4PE,epsilon,0,0.0001,10,8192,32,4096,1,1,16,0.4790358266968838,0.4788511450165753
0609T225718Z_5pNqBi,epsilon,3,0.0001,1,4,256,4096,1,1,512,0.8804047293160513,0.8804047293160513
0517T033141Z_wll81t,epsilon,1,0.0001,1,64,8,4096,1,1,16,0.4772121010908683,0.4762776967245024
0609T225821Z_ZivJAq,epsilon,4,0.0001,5,1,256,4096,1,1,512,0.7551522334808425,0.7551522334808425
0517T122809Z_OPO8na,epsilon,0,0.0001,0.5,2048,8,4096,1,1,16,0.6114552575013766,0.6114552575013766
0610T001612Z_NAH032,epsilon,3,0.0001,1,16,64,4096,1,1,512,0.8638573482398283,0.8638573482398283
0517T021028Z_smVbMi,epsilon,0,0.0001,5,2,2,4096,1,1,16,0.5959179355648568,0.5357658303967323
0610T054437Z_b6NYPd,epsilon,3,0.0001,0.02,1,256,4096,1,1,512,0.8907845203009576,0.8907845203009576
0610T011144Z_PK9vnN,epsilon,4,0.0001,0.1,4096,8,4096,1,1,512,0.4889527333345353,0.4889527333345353
0610T111821Z_WiYH3B,epsilon,0,0.0001,20,128,1,4096,1,1,512,0.4763634828154506,0.4743475973712193
0610T011736Z_QZbKKh,epsilon,4,0.0001,0.001,128,8,4096,1,1,512,0.8460817421702432,0.8460817421702432
0610T054232Z_xdkrw8,epsilon,3,0.0001,0.5,1024,256,4096,1,1,512,0.8844186342324936,0.8844186342324936
0517T103826Z_LfMViX,epsilon,1,0.0001,5,256,1,4096,1,1,16,0.4817725079609673,0.478683711433307
0610T003111Z_CrLwzY,epsilon,3,0.0001,50,32,64,4096,1,1,512,1.1971771733007543,0.8911376688840524
0610T010950Z_mkdw4o,epsilon,4,0.0001,0.002,16,4,4096,1,1,512,0.7198755419997511,0.7198755419997511
0609T235810Z_6qGrvL,epsilon,3,0.0001,20,8192,1,4096,1,1,512,0.4714084727927077,0.4713469967539955
0610T000550Z_wNuVBt,epsilon,3,0.0001,0.05,8192,8,4096,1,1,512,0.8768503919571392,0.8768503919571392
0517T104721Z_VM7ENz,epsilon,1,0.0001,2,1024,1,4096,1,1,16,0.4728095321563725,0.4725079295959787
0610T013040Z_ouXYrC,epsilon,4,0.0001,0.5,4,64,4096,1,1,512,0.7226763278375183,0.7226763278375183
0517T025302Z_Q6kywT,epsilon,1,0.0001,0.5,64,1,4096,1,1,16,0.4819649929391071,0.4809185599470984
0610T112104Z_jIcIn5,epsilon,0,0.0001,20,16,32,4096,1,1,512,0.6244350126621545,0.5651160489685553
0609T235740Z_YdEukN,epsilon,3,0.0001,0.005,2048,2,4096,1,1,512,0.8832167866097371,0.8832167866097371
0610T012255Z_rZTaKH,epsilon,4,0.0001,20,2,32,4096,1,1,512,0.6494008822032457,0.5629352964380059
0610T012716Z_FiKbt3,epsilon,4,0.0001,0.2,1024,16,4096,1,1,512,0.5242082195894144,0.5242082195894144
0517T132055Z_coW88p,epsilon,0,0.0001,0.01,4096,4,4096,1,1,16,0.8714943387741444,0.8714943387741444
0517T103452Z_bbTwuZ,epsilon,1,0.0001,5,4,16,4096,1,1,16,0.6846340817929273,0.6739565229452174
0610T122328Z_PXqp6s,epsilon,1,0.0001,50,256,8,4096,1,1,512,0.8164074463796157,0.5950318483085666
0610T054240Z_bcDll8,epsilon,3,0.0001,0.02,1024,256,4096,1,1,512,0.8907604439898683,0.8907604439898683
0610T001213Z_Dtijm8,epsilon,3,0.0001,0.1,32,16,4096,1,1,512,0.8768428814779964,0.8768428814779964
0517T004101Z_UMRZ7j,epsilon,0,0.0001,5,8,16,4096,1,1,16,0.499637827373999,0.4920737266836706
0610T004029Z_07SW2I,epsilon,3,0.0001,1,4096,32,4096,1,1,512,0.8446577353706728,0.8446577353706728
0610T013032Z_Kb78MJ,epsilon,4,0.0001,0.5,32,16,4096,1,1,512,0.4852615622196623,0.4852615622196623
0610T001604Z_DljPNZ,epsilon,3,0.0001,10,2048,4,4096,1,1,512,0.4793140938368529,0.4793140938368529
0516T234847Z_ve52zd,epsilon,0,0.0001,2,8,1,4096,1,1,16,0.4985469215716602,0.4975067313757473
0516T235425Z_jkr1LM,epsilon,1,0.0001,0.002,256,128,4096,1,1,16,0.8439354521311901,0.8439354521311901
0516T234821Z_iBJGF0,epsilon,1,0.0001,0.001,1024,8,4096,1,1,16,0.7174146776710273,0.7174146776710273
0610T112517Z_NNBrct,epsilon,1,0.0001,20,16,2,4096,1,1,512,0.8639813227451744,0.8639813227451744
0517T161447Z_4yAcY3,epsilon,0,0.0001,2,4096,4,4096,1,1,16,0.4863500702068512,0.4863500702068512
0610T054419Z_r4kVm6,epsilon,3,0.0001,0.02,16,256,4096,1,1,512,0.8907707114490734,0.8907707114490734
0610T111751Z_TiAhjM,epsilon,0,0.0001,20,2,4,4096,1,1,512,1.0748149771449644,0.8911376688840524
0517T010553Z_L4Z17A,epsilon,1,0.0001,1,8,64,4096,1,1,16,0.4900808532134974,0.4900808532134974
0610T012500Z_9XhcOV,epsilon,4,0.0001,20,2,64,4096,1,1,512,0.5291891418936878,0.5291891418936878
0610T001332Z_3PC20d,epsilon,3,0.0001,20,128,2,4096,1,1,512,0.4733967275068652,0.4726304049934522
0610T111904Z_VfiGaP,epsilon,1,0.0001,50,4096,8,4096,1,1,512,0.5674680927205664,0.5674680927205664
0610T011717Z_2lwdSK,epsilon,4,0.0001,0.5,512,16,4096,1,1,512,0.4834708929900028,0.4834708929900028
0610T013031Z_XRWQzp,epsilon,4,0.0001,0.005,2048,64,4096,1,1,512,0.8827273679741737,0.8827273679741737
0516T235927Z_hpQO0K,epsilon,0,0.0001,0.01,128,256,4096,1,1,16,0.8715002090569004,0.8715002090569004
0610T013045Z_m5jfJf,epsilon,4,0.0001,0.01,2,128,4096,1,1,512,0.8860322539789727,0.8860322539789727
0610T054334Z_vBB1DZ,epsilon,3,0.0001,0.2,128,256,4096,1,1,512,0.8879072041422941,0.8879072041422941
0610T000104Z_f8FsqD,epsilon,3,0.0001,0.005,1,8,4096,1,1,512,0.888613266878653,0.888613266878653
0517T003503Z_M3Oi6T,epsilon,0,0.0001,0.02,1,512,4096,1,1,16,0.8586646878186343,0.8586646878186343
0517T151948Z_hy7cZa,epsilon,1,0.0001,0.1,8192,16,4096,1,1,16,0.472131246644265,0.472131246644265
0517T015948Z_1n0m2y,epsilon,0,0.0001,5,1,2,4096,1,1,16,0.6191329276928643,0.6191329276928643
0610T010824Z_BZ5EeK,epsilon,3,0.0001,0.01,256,32,4096,1,1,512,0.8897151391710943,0.8897151391710943
0517T234801Z_P1yWeO,epsilon,1,0.0001,0.1,2048,1,4096,1,1,16,0.4714504282101763,0.4714383429804542
0517T015310Z_LnVA6y,epsilon,1,0.0001,0.002,1,2,4096,1,1,16,0.5595081228102723,0.5595081228102723
0517T005230Z_Nq8hRJ,epsilon,1,0.0001,0.002,8,512,4096,1,1,16,0.8730902310872997,0.8730902310872997
0610T012342Z_eoIqsZ,epsilon,4,0.0001,0.2,1,32,4096,1,1,512,0.6855762429513249,0.6855762429513249
0517T024737Z_t7Hwer,epsilon,0,0.0001,10,1,16,4096,1,1,16,0.8714857843640094,0.8714857843640094
0517T102740Z_BXuz8l,epsilon,1,0.0001,5,4,64,4096,1,1,16,0.5710646672583263,0.570004249266441
0517T122746Z_ACS6LA,epsilon,1,0.0001,5,4096,4,4096,1,1,16,0.472226227912029,0.4721171549769862
0609T225651Z_MBgmoN,epsilon,4,0.0001,10,64,256,4096,1,1,512,0.6888418595999287,0.6888418595999287
0517T033600Z_435buw,epsilon,1,0.0001,0.002,256,1,4096,1,1,16,0.4834693210257888,0.4834693210257888
0516T235857Z_BNn1az,epsilon,1,0.0001,0.1,16,128,4096,1,1,16,0.5213117234074227,0.5213117234074227
0517T104724Z_YeSvYz,epsilon,1,0.0001,2,32,1,4096,1,1,16,0.5170858707041591,0.5142353071280038
0610T011716Z_o1yRRA,epsilon,4,0.0001,0.5,1024,1,4096,1,1,512,0.4719660416223397,0.4718979247111497
0517T005430Z_t1KUvA,epsilon,1,0.0001,0.2,1,512,4096,1,1,16,0.5877645480146139,0.5877645480146139
0610T014006Z_Y3LYmS,epsilon,4,0.0001,0.2,2048,8,4096,1,1,512,0.4764538236487347,0.4764538236487347
0517T102359Z_qSWjQ6,epsilon,1,0.0001,10,4,32,4096,1,1,16,0.7564051288214222,0.7564051288214222
0610T014030Z_atEJfc,epsilon,4,0.0001,20,1,8,4096,1,1,512,2.180825751930465,0.8911376688840524
0517T210047Z_PB1cTB,epsilon,0,0.0001,0.1,2048,1,4096,1,1,16,0.781379670346258,0.781379670346258
0610T012242Z_3j5ZAP,epsilon,3,0.0001,0.05,4,64,4096,1,1,512,0.8877416894879234,0.8877416894879234
0610T014221Z_OOHpt4,epsilon,4,0.0001,0.1,2,128,4096,1,1,512,0.870847897516457,0.870847897516457
0610T054431Z_bx1CaO,epsilon,4,0.0001,0.005,512,256,4096,1,1,512,0.8903530735887764,0.8903530735887764
0516T235037Z_YpNpsH,epsilon,0,0.0001,0.2,64,256,4096,1,1,16,0.7196064041882655,0.7196064041882655
0610T004235Z_i3yYlj,epsilon,3,0.0001,0.02,64,64,4096,1,1,512,0.8897200206728143,0.8897200206728143
0610T014411Z_pmN4er,epsilon,4,0.0001,0.5,4096,32,4096,1,1,512,0.5680069346416233,0.5680069346416233
0517T020212Z_UtO0bN,epsilon,1,0.0001,0.1,64,32,4096,1,1,16,0.4767683239362954,0.4767683239362954
0610T013541Z_neXz1Q,epsilon,4,0.0001,1,64,1,4096,1,1,512,0.4906536490175473,0.4851726494055632
0610T011910Z_97GHNQ,epsilon,4,0.0001,0.005,2048,8,4096,1,1,512,0.7555707089439321,0.7555707089439321
0517T003917Z_JNyxE9,epsilon,1,0.0001,0.005,8,256,4096,1,1,16,0.8334414535281591,0.8334414535281591
0610T015351Z_g2MFqL,epsilon,4,0.0001,10,4,128,4096,1,1,512,0.5490453224408365,0.5490453224408365
0517T173338Z_QEqU3c,epsilon,1,0.0001,2,2048,256,4096,1,1,16,0.4716991548706868,0.4716991548706868
0517T010336Z_7EI1XT,epsilon,0,0.0001,10,512,128,4096,1,1,16,0.4852471071546871,0.4824347174691399
0517T011911Z_ohCHzZ,epsilon,1,0.0001,0.005,1,1,4096,1,1,16,0.6045718387760736,0.594403082946461
0610T054226Z_3EytJ8,epsilon,4,0.0001,0.02,8,256,4096,1,1,512,0.8881994354027768,0.8881994354027768
0609T235614Z_cJUOer,epsilon,3,0.0001,0.2,32,1,4096,1,1,512,0.7196826961867967,0.7196826961867967
0610T111835Z_UfAVRg,epsilon,0,0.0001,20,32,2,4096,1,1,512,0.538800512279564,0.4973208717913568
0610T010929Z_9weA87,epsilon,3,0.0001,0.01,8,32,4096,1,1,512,0.8897141204439041,0.8897141204439041
0610T010333Z_iIAlz4,epsilon,4,0.0001,10,1,1,4096,1,1,512,33.463245630179195,0.8911376688840524
0610T000717Z_dWB4Hw,epsilon,3,0.0001,2,8192,16,4096,1,1,512,0.7636767524910463,0.7636767524910463
0517T012626Z_qOcUEU,epsilon,1,0.0001,0.1,256,64,4096,1,1,16,0.4874430519366319,0.4874430519366319
0610T011855Z_y52g1P,epsilon,4,0.0001,0.1,2,4,4096,1,1,512,0.5161244400992266,0.5161244400992266
0610T011251Z_icsmB2,epsilon,4,0.0001,20,64,8,4096,1,1,512,0.48150031707620794,0.4794505737006686
0610T013133Z_xelrvS,epsilon,4,0.0001,0.1,4,4,4096,1,1,512,0.4949244981720528,0.4949244981720528
0609T235556Z_mXjrEu,epsilon,3,0.0001,2,16,1,4096,1,1,512,0.4890382901135509,0.4890382901135509
0517T103649Z_DQCCgC,epsilon,1,0.0001,10,64,8,4096,1,1,16,0.5116032615283816,0.5052858849246161
0610T001429Z_xMDdb4,epsilon,3,0.0001,0.2,16,32,4096,1,1,512,0.8768930063163277,0.8768930063163277
0517T030837Z_uRTabh,epsilon,1,0.0001,0.001,256,16,4096,1,1,16,0.7725096876446438,0.7725096876446438
0517T182118Z_ZyZiML,epsilon,1,0.0001,0.05,2048,2,4096,1,1,16,0.4714295932205528,0.4714050007524965
0610T054301Z_3TmTz1,epsilon,3,0.0001,0.2,256,256,4096,1,1,512,0.8878884169415655,0.8878884169415655
0610T011455Z_E075Ef,epsilon,4,0.0001,50,2,8,4096,1,1,512,1.7918886427020475,0.8911376688840524
0610T001400Z_52Xb5E,epsilon,3,0.0001,20,512,32,4096,1,1,512,0.5838320973337939,0.5838320973337939
0517T162435Z_8of8T7,epsilon,0,0.0001,0.2,2048,32,4096,1,1,16,0.7197201682825741,0.7197201682825741
0517T000343Z_f1mQyt,epsilon,0,0.0001,0.1,512,512,4096,1,1,16,0.7814583370094932,0.7814583370094932
0610T054850Z_k7dXAx,epsilon,4,0.0001,0.01,8192,256,4096,1,1,512,0.8896050134594998,0.8896050134594998
0517T104049Z_XTh0Lh,epsilon,1,0.0001,10,1024,512,4096,1,1,16,0.4893480350123297,0.4887580634090258
0609T232638Z_KrO9q4,epsilon,4,0.0001,20,4,256,4096,1,1,512,0.6396140760666745,0.6396140760666745
0517T205238Z_v4jbzM,epsilon,1,0.0001,10,4096,256,4096,1,1,16,0.4855970202032589,0.4855874963548548
0517T005250Z_ovo4VR,epsilon,0,0.0001,0.1,256,128,4096,1,1,16,0.7813734694029567,0.7813734694029567
0610T003946Z_diQpPn,epsilon,4,0.0001,0.1,8192,2,4096,1,1,512,0.4713202041592111,0.4713202041592111
0610T005032Z_mhBVaF,epsilon,3,0.0001,2,2048,16,4096,1,1,512,0.7636314746121633,0.7636314746121633
0610T011620Z_Zf0SiB,epsilon,4,0.0001,0.01,2048,4,4096,1,1,512,0.5439683599985387,0.5439683599985387
0610T011528Z_lT2AXY,epsilon,4,0.0001,0.05,16,32,4096,1,1,512,0.7883185516913475,0.7883185516913475
0517T000701Z_PBz2vq,epsilon,0,0.0001,0.05,2,8,4096,1,1,16,0.8249691746780649,0.8249691746780649
0610T003100Z_0l9FOE,epsilon,3,0.0001,0.02,8,4,4096,1,1,512,0.8788178960358891,0.8788178960358891
0610T003320Z_F4Am2b,epsilon,3,0.0001,0.02,2048,32,4096,1,1,512,0.8884499391319467,0.8884499391319467
0517T031124Z_I7PjuB,epsilon,1,0.0001,0.002,32,1,4096,1,1,16,0.4862150614424003,0.4862150614424003
0517T011921Z_MUZrww,epsilon,0,0.0001,0.5,4,64,4096,1,1,16,0.6172418923443085,0.6172418923443085
0610T000742Z_WRYQkp,epsilon,3,0.0001,0.01,16,32,4096,1,1,512,0.8897416874205871,0.8897416874205871
0516T234915Z_usF3hW,epsilon,1,0.0001,0.02,1,16,4096,1,1,16,0.5454423356497614,0.5454423356497614
0610T000155Z_KaQR6Z,epsilon,3,0.0001,0.001,2,4,4096,1,1,512,0.8899495856660049,0.8899495856660049
0610T020359Z_vea4wP,epsilon,4,0.0001,0.05,4096,128,4096,1,1,512,0.8775137081177086,0.8775137081177086
0517T012956Z_xa0QdA,epsilon,1,0.0001,0.05,512,128,4096,1,1,16,0.5857258587474192,0.5857258587474192
0516T234947Z_PTJ0EO,epsilon,0,0.0001,1,64,16,4096,1,1,16,0.5328033390736582,0.5328033390736582
0610T005515Z_l4b7PC,epsilon,4,0.0001,0.05,8,4,4096,1,1,512,0.4892618516048469,0.489198701141844
0610T015219Z_e4QYpq,epsilon,4,0.0001,0.05,2048,128,4096,1,1,512,0.8775135417066198,0.8775135417066198
0517T023112Z_vOh93Q,epsilon,0,0.0001,10,512,2,4096,1,1,16,0.4743409375272414,0.4721404988704994
0609T235650Z_vB0Nwr,epsilon,3,0.0001,1,4,2,4096,1,1,512,0.6167126707584809,0.6167126707584809
0516T235400Z_Zfe4JE,epsilon,1,0.0001,0.1,4,128,4096,1,1,16,0.5279852606049809,0.5279852606049809
0610T011635Z_fd4URI,epsilon,4,0.0001,0.2,8192,32,4096,1,1,512,0.6733367624214469,0.6733367624214469
0517T011602Z_B3wIXv,epsilon,1,0.0001,0.002,32,128,4096,1,1,16,0.8440244453043994,0.8440244453043994
0610T015818Z_jDtU4G,epsilon,4,0.0001,0.05,4,128,4096,1,1,512,0.8782228018098993,0.8782228018098993
